"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_ACTIN_FILAMENT_ORGANIZATION",0.264187866927593,0.555985293415461,0.115734447701689,-0.264011171335795,-1.06278392934236,424,"Aif1l;Ccl21a;Itgb5;Coro1a;Actc1;Arhgap28;Fhod1;Tmeff2;Tmsb10;Bcl2;Rac2;Rhog;Pfn1;Tgfb3;Myo1a;Tmsb4x;Evl;Arrb1;Lpar1;Arhgap18;Fchsd2;Arhgef2;Cotl1;Hcls1;Marcks;Lcp1;Asap3;Sfrp1;Lmod3;Grb2;Cap2;Frmd7;Plekhh2;Prex1;Pacsin1;Ssh3;Wipf1;Coro1c;Rab40b;Elmo1;Cdc42;Dpysl3;Wasf3;Gmfg;Cyria;Gsn;Rac3;Arhgap25;Itgb1;Rhobtb2;Ccl11;Nck2;Tesk1;Rnh1;Nckap1l;Emp2;Vill;Myo1d;Capza2;Cfl1;Bin1;Daam2;Tmod1;Dbn1;Tcap;Rufy3;Rhobtb1;Inppl1;Spta1;Pfn2;Arhgef10l;Arpc4;Catip;Ppp1r9b;Tpm1;Marcksl1;Kbtbd13;Alms1;Src;Arhgef10;Synpo2;Micall2;Arpc1a;Cx3cl1"
"GOBP_ACTIN_FILAMENT_POLYMERIZATION",0.151631477927063,0.44342811500054,0.156312403073186,-0.340401257610925,-1.20655481942015,146,"Ccl21a;Coro1a;Arhgap28;Pfn1;Tmsb4x;Evl;Arhgap18;Fchsd2;Cotl1;Hcls1;Lmod3;Grb2;Prex1;Ssh3;Wasf3;Cyria;Gsn;Ccl11;Nck2;Nckap1l;Vill;Capza2;Cfl1;Bin1;Daam2;Tmod1;Spta1;Pfn2;Arpc4;Catip"
"GOBP_ACTIN_FILAMENT_SEVERING",0.438972162740899,0.696007985648874,0.0899860794997137,0.407088465108124,1.01361437594835,17,"Avil;Csrp3"
"GOBP_ACTIN_MEDIATED_CELL_CONTRACTION",0.0434620808447188,0.3328459056071,0.321775918075361,0.41810296817169,1.45095412934825,109,"Casq2;Pde4d;Tnnc1;Myh6;Akap9;Scn3b;Kcnj2;Myh7;Stc1;Kcnn2;Myh2;Kcne4;Pln;Ttn;Trpm4;Qki;Myh8;Rangrf;Nedd4l;Atp1a2;Epb41l5;Pde4b"
"GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING",0.292735042735043,0.580850384637865,0.114750719227023,0.459256471718129,1.15031624558015,18,"Tnnc1;Myh6;Myh7;Myh2;Ttn;Myh8"
"GOBP_ACTIN_NUCLEATION",0.774436090225564,0.888167405319432,0.0545680646670941,-0.268643385015898,-0.819818744292943,53,"Coro1a;Fchsd2;Lmod3;Wasf3;Gmfg;Gsn;Rnh1;Arpc4;Arpc1a"
"GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",0.351351351351351,0.634178623425589,0.0928481214159878,-0.282529178827585,-1.03657233753097,172,"Ccl21a;Coro1a;Arhgap28;Pfn1;Tmsb4x;Evl;Arhgap18;Fchsd2;Cotl1;Hcls1;Lmod3;Grb2;Plekhh2;Prex1;Ssh3;Wipf1;Wasf3;Cyria;Gsn;Ccl11;Nck2;Nckap1l;Vill;Capza2;Cfl1;Bin1;Daam2;Tmod1;Spta1;Pfn2;Arpc4;Catip;Ppp1r9b"
"GOBP_ACTION_POTENTIAL",0.180497925311203,0.482621021107473,0.148261500475107,0.316828133344221,1.15324840786251,145,"Kcnip2;Casq2;Cacnb4;Akap9;Scn3b;Kcnq2;Kcnj2;Kcnn2;Ank3;Tbx18;Dmd;Kcnv2;Kcne4;Cd36;Atp1b1;Trpm4;Bbs10;Mtor;Rangrf;Slmap;Nedd4l;Atp1a2;Chrna4;Hcn1"
"GOBP_ACTIVATED_T_CELL_PROLIFERATION",0.185741088180113,0.485190709567441,0.138022242496643,-0.453486982147815,-1.25505052621122,33,"Cadm1;Prnp;Il2ra;Igf1;Igfbp2;Cd24a;Casp3;Lgals9;Gpam;Fadd;Ppp3ca;Laptm5;Il18;Ripk3;Fyn;Cd274"
"GOBP_ACTIVATION_OF_GTPASE_ACTIVITY",0.666666666666667,0.830196984703422,0.0668966276500666,0.325706013004632,0.856131120771827,22,"Ralgapa2;Tsc1;Abr;Sipa1l1;Scrib;Pip5k1a"
"GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.829787234042553,0.918684310774438,0.0526973085708419,-0.225621595518277,-0.875412103286192,302,"Tlr2;Traf3;Irgm2;Tifab;App;Tnip1;Smpdl3b;Adcy7;Unc93b1;Lacc1;Rsad2;Tlr9;Gbp5;Lbp;Enpp3;Trim12c;Plcg2;Mndal;Ptpn22;Ccdc92;Elp6;Cyba;Trim5;Zbp1;Ikbkb;Tspan6;Lyn;Ifi35;Slc15a3;Klrk1;Ifi205;Irf7;Smpdl3a;Aurkb;Traf6;Nod1;Tril;Ptprs;Map2k6;Gdi1;Nek7;Cd300a;Lgals9;Masp1;Ticam1;Trim3;Zdhhc12;Irf1;Xrcc5;Eif2ak2;Gbp2;Src;Ddx60;Zdhhc18;Znrf1"
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0.234750462107209,0.533866444929985,0.119887845115423,-0.396495084476389,-1.15949179177914,42,"Card14;Lep;Igf1;Pilrb2;Traf6;Mt3;Prkar2a;Ppia;Angpt1;Ect2;Ripk3;Kif14;Tom1l1;Stradb;Zfp91;Tlr3;Tpx2;Jak2"
"GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.147874306839187,0.438507771538846,0.155241966228839,-0.432701696098173,-1.2653727235416,42,"Gdf11;Cited2;Gdf6;Smad2;Dact2;Acvr1;Hjv;Inhba;Fgf10;Nog;Dact1;Smad7"
"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.406367041198502,0.672468296730769,0.086794975677172,-0.271668374159213,-1.00954669270564,200,"Krt8;Ankrd1;Itgb5;Tnnt2;Pgm5;Actc1;Arhgap28;Fhod1;Tmeff2;Obsl1;Casq1;Pfn1;Tgfb3;Evl;Arrb1;Lpar1;Asap3;Sfrp1;Lmod3;Capn3;Frmd7;Ankrd23;Myh14;Cdc42;Alkbh4;Itgb1;Tesk1;Epb41l4b;Tmod1;Tcap;Pfn2;Arhgef10l;Tpm1;Alms1;Src;Epb41l1;Arhgef10;Arhgef5;Kctd13;Was;Pdgfra;Frmd3;Racgap1;Tmod4;Rhoc;Pdgfrb;Cdc42bpg;Rtkn;Tmod2;Arhgef15"
"GOBP_ACUTE_INFLAMMATORY_RESPONSE",0.180645161290323,0.482621021107473,0.151148761385484,0.354768220842822,1.18564466040645,84,"Lcn2;Il6ra;Ass1;C2cd4b;Ash1l;Osmr;Ctnnbip1;Serpina3n;Cebpb;Ighg2b;Serpina3k;Il6st;C2cd4a;Adam8;Ednrb"
"GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.142857142857143,0.428685077849756,0.160801401070022,-0.507911418304057,-1.31500855962279,22,"Ighg2c;C3;Pla2g2d;Park7;H2-T23;Il20rb;Gata3;Fcgr2b;Fcer1g"
"GOBP_ACUTE_PHASE_RESPONSE",0.0884210526315789,0.349162957419152,0.219250346703755,0.46952082396459,1.34924822670253,35,"Lcn2;Il6ra;Ass1;Serpina3n;Cebpb;Serpina3k;Ednrb;Orm2"
"GOBP_ACYLGLYCEROL_HOMEOSTASIS",0.0991561181434599,0.360738797876475,0.206587922696891,0.475027017980837,1.34336217882665,32,"Dgat2;Lpl;Pnpla2;Rora;Med13;Pnpla8;Osbpl8;Angptl8;Slc25a27;Apoc1;Osbpl11;Nr1h3;Fitm2;Apoc4;Gpihbp1;Adora1;Apoc3"
"GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS",0.0371028313650787,0.318072454338811,0.321775918075361,0.597507586611674,1.86993970432295,55,"Acss1;Acaca;Elovl6;Acss2;Acacb;Gcdh;Acly;Dip2a;Acsl1;Pdhb;Elovl3;Ogdh;Mpc2;Mlycd;Pdk2;Fasn;Mcee;Acat1;Pdha1;Dld;Dlst;Hsd17b12;Dlat"
"GOBP_ACYL_COA_METABOLIC_PROCESS",0.00255595651636623,0.106662623610229,0.431707695803346,0.597898058847945,2.04616459837023,97,"Acot1;Dgat2;Acss1;Acaca;Elovl6;Acot4;Acss2;Aass;Acacb;Gcdh;Acly;Bckdhb;Dip2a;Acsl1;Nudt7;Acsm3;Pdhb;Elovl3;Ogdh;Mpc2;Mlycd;Pdk2;Fasn;Mcee;Acat1;Pdha1;Dld;Mvd;Dlst;Acsf2;Hsd17b12;Dlat;Acot2;Dgat1;Dbt;Suclg2;Pmvk;Acot11;Hsd17b4;Acsm5;Hacd2;Nudt19"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE",0.000134428203354541,0.0230483265024241,0.518848077743792,-0.385845469851243,-1.53780046221161,375,"Mgl2;H2-Eb1;Cd74;H2-Aa;H2-Ab1;Rap1gap2;Pik3cg;Tgfb1;Ighg2c;Nfkb2;Clec10a;Relb;Cadm1;Ighm;Nsd2;Il33;Adcy7;Clu;Ccr2;Il12a;Unc93b1;Rsad2;Sema4a;Cd55;Loxl3;H2-DMa;Hfe;Lair1;Mef2c;Orai1;Sipa1;Adgre1;Dusp10;Dclre1c;Ulbp1;Igkc;Lgals1;Cd209b;Gnl1;Ctsc;H2-Q7;Zbtb1;C3;Cd226;Zbtb7b;Tec;Cracr2a;Il27ra;Msh6;Usp5;C1s1;Bcl6;Pirb;B2m;Stat6;Nectin2;Lyn;Dbnl;Klrk1;Il18r1;Lat2;Hras;Hlx;Irf7;Il7r;Ppp3cb;Traf6;Ptprc;Rapgef4;Zap70;Nckap1l;Emp2;Kmt5c;Psma3;Sanbr;Lgals9;Cd247;Trp53bp1;Psmb9;Fadd;Rnf19b;Rab27a;C7;Irf1;C1rb;Prkcb;Tap2;Smad7;Mapk3;Btla;Pla2g4a;Syk;Pdia3;Inpp5d;Slc11a1;C1qb;Cd28;Prkd2;Tnfrsf13b;Was;Sash3;C2;Otub1;Psmb8;Exo1;Samsn1;H2-T23;Tap1;Mcoln1;H2-D1;Cd244a;Tfeb;Prdm16;Slamf7;Cd81;C1qc;Mpeg1;Il18;Il1rl1;Il20rb;C1qa;Psmb4;Rap1gap;Ephb2;Ebi3;Tnfrsf14;Ahr;Il2rb;Igha;Gpr183;Gata3"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",0.0239314434288804,0.260894232987679,0.352487857583619,-0.336794027127897,-1.30236588908256,277,"H2-Eb1;Cd74;Tgfb1;Ighg2c;Nfkb2;Relb;Cadm1;Nsd2;Il33;Clu;Ccr2;Il12a;Rsad2;Sema4a;Cd55;Loxl3;Hfe;Mef2c;Ulbp1;Igkc;Lgals1;Gnl1;Ctsc;H2-Q7;Zbtb1;C3;Cd226;Zbtb7b;Cracr2a;Il27ra;Msh6;Usp5;C1s1;Bcl6;Pirb;B2m;Stat6;Nectin2;Il18r1;Hras;Hlx;Irf7;Il7r;Ppp3cb;Traf6;Ptprc;Nckap1l;Emp2;Kmt5c;Psma3;Sanbr;Lgals9;Trp53bp1;Psmb9;Fadd;Rab27a;C7;C1rb;Tap2;Smad7;Mapk3;Btla;Pla2g4a;Inpp5d;Slc11a1;C1qb;Cd28"
"GOBP_ADAPTIVE_THERMOGENESIS",0.00521895925328171,0.140794057669171,0.407017918923954,0.479672841785432,1.76417992003535,156,"Ffar4;Ppargc1a;Lcn2;Flcn;Ybx2;Atf4;Slc25a5;Elovl6;Igf1r;Lpin1;Esrrg;Lgr4;Mcrip2;Acsl1;Clstn3;Hnrnpu;Ip6k1;Gadd45g;Elovl3;Pwwp2b;Cd36;Cidea;Fabp5;Cebpb;Bola3;Arrdc3;Irf4;Ehmt1;Appl2;Acadl;Hadh;Apc;Qki;Tlr4;Sln;Decr1;Lnpep;Adipor2;Il4ra;Acot13;Vegfa;Dio2;Lepr;Cnot3;Aldh1a7;Acot11;Fh1"
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.535580524344569,0.762055729093819,0.0721797965581253,-0.38261920968705,-0.953543925898175,18,"Adra1b;Chga;Atp2b4;Gnai2"
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.50377358490566,0.741410051605209,0.0756946307932749,-0.279682640951107,-0.975639040931029,132,"Vipr1;S1pr3;Adra1b;App;Adcy7;Cnr2;Adcy5;Fbn1;Pde4a;Akap6;Vipr2;Lpar1;Chga;Ptgfr;S1pr4;Atp2b4;Gnai2;Ptgir;Ramp2"
"GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.263551401869159,0.555682441503894,0.112843355675562,-0.345262622698955,-1.10898219144429,66,"Aplnr;S1pr3;App;Adcy5;P2ry12;Npy1r;Lpar1;Opn3;Gnai2;Cxcr4"
"GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.403846153846154,0.671356409126352,0.0946646223153342,0.267417472271931,1.0007888437903,193,"Ffar4;Gng2;Mchr1;Pde4d;Adcy1;Itgb3;Akap12;Adgrg3;Edn1;Gna13;Crhr2;Rapgef2;Ramp3;Grm1;Gpr157;Arrdc3;Mc5r;Rapgef3;Fpr1;Pln;Rgs2;Adcy3;Crtc3;Pde4b;Pth1r;Gabbr2;Ptger4;Adm;Adcy2;Gnal;Gnai3;Pf4;Mgrn1;Glp2r"
"GOBP_ADHERENS_JUNCTION_ORGANIZATION",0.992551210428305,0.996779330600524,0.0427591434738678,-0.181272537194232,-0.552577874543942,51,"Ramp2;Efnb2;Cdc42;Ctnnb1;Vcl;Smad7;Zfp703;Cdh13;Numbl;Pip5k1c;Flot1;Cdh11;Csk;Cdh5"
"GOBP_ADIPOSE_TISSUE_DEVELOPMENT",0.0153484457729779,0.229788746709354,0.380730400722792,0.538989855216361,1.75037447774611,73,"Ifrd1;Ppargc1a;Fosl2;Bbs4;Rorc;Dgat2;Lpl;Errfi1;Ppard;Arrdc3;Cul4b;Slc25a25;Ncoa1;Arid5b;Adig;Acat1;Atf2;Trpm4;Vps13b"
"GOBP_ADRENAL_GLAND_DEVELOPMENT",0.119850187265918,0.397253872027277,0.175204047558551,-0.54505177402429,-1.35835001291749,18,"Dkk3;Cited2;Armc5"
"GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",0.356415478615071,0.636854185379464,0.0992333343771191,0.38159045410402,1.0714295356858,28,"Pde4d;Rapgef2;Arrdc3;Pln;Rgs2;Crtc3;Pde4b;Akap13"
"GOBP_ADULT_BEHAVIOR",0.407563025210084,0.67308569662541,0.0931454575337804,0.286522414174503,1.01665723766659,122,"Nr4a2;Bbs4;Cacnb4;Ppara;Chd7;Homer2;Zfhx2;Nr4a3;Tsc1;Gigyf2;Mecp2;Ctns"
"GOBP_ADULT_LOCOMOTORY_BEHAVIOR",0.537453183520599,0.762266147932332,0.072003313661988,-0.288565116396989,-0.943169291422465,73,"Uchl1;App;Ntf5;Btbd9;Lgi4;Id2;Hipk2;Tbce;Gdnf;Park7;Sncg;Tmod1;Cnp;Sez6l2;Fxn;Ccnd2;Kcnj10;Cntn2;Slitrk6;Nlgn2;Rnf170;Arrb2;Cln8"
"GOBP_AGGREPHAGY",0.632135306553911,0.813793302498755,0.0699458736501659,0.349936538189919,0.870793345540539,16,"Wdr81;Atg5;Htt;Ubqln1;Atg4d;Wdfy3;Atg4b"
"GOBP_ALANINE_TRANSPORT",0.0412038002060044,0.3328459056071,0.321775918075361,0.683268302105855,1.67129528169695,15,"Slc3a2;Slc38a3;Slc7a8;Slc38a2;Slc38a1;Sfxn1;Slc1a4;Slc36a1;Slc36a4;Slc7a5"
"GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS",0.25,0.542890040299367,0.124434168630393,0.312570952653296,1.10781222753977,121,"Lss;Hsd17b7;Got1;Acer2;Acly;Insig1;Itpkc;Abcg1;Cyp51;Ip6k1;Acaa2;Fdft1;Ppip5k1;Qki;Cyp27a1;Mvd;Ip6k3;Fgf1;Pth1r;Marchf6;Pmvk;Sptlc1;Acer3;Msmo1;G6pdx;Tm7sf2;Prkaa2;Gpr146;Sptssa;Kpnb1"
"GOBP_ALCOHOL_CATABOLIC_PROCESS",0.253138075313808,0.545933001763112,0.123257226381337,0.433344396135962,1.17662648816563,25,"Acss1;Acss2;Aldh1b1"
"GOBP_ALCOHOL_METABOLIC_PROCESS",0.0437200153485762,0.3328459056071,0.321775918075361,0.353587640618843,1.37918285745581,280,"Lss;Idh2;Hsd17b7;Dhrs3;Osbpl1a;Agt;Dgat2;Acss1;Got1;Acer2;Fgfr1;Errfi1;Acss2;Aldh1b1;Pnpla2;Acly;Insig1;Itpkc;Abcg1;Acadvl;Retsat;Napepld;Ppard;Cyp51;Idh1;Ip6k1;Ocrl;Rdh1;Gdpd3;Mecp2;Ephx2;Acaa2;Acadl;Cyp2d22;Fdft1;Gdpd1;Ppip5k1;Lmf1;Qki;Cyp27a1;Mvd;Rdh13;Ip6k3;Gba2;Fgf1;Pth1r;Ednrb;Lepr;Fdx1;Dgat1;Marchf6;Bco1;Aldh1a7;Pmvk;Inpp5j;Inpp5b;Sptlc1;Acer3;Dhrs4;Cbr4;Itpk1;Ldlr;Msmo1;G6pdx;Mogat1;Adh7;Tm7sf2;Prkaa2;Gpr146;Sptssa;Kpnb1;Rdh11"
"GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS",0.0888468809073724,0.349458221879675,0.206587922696891,-0.593720654075887,-1.42889537087715,16,"Dkk3;Rest;Bmp5;Dab2;Bmp2"
"GOBP_ALDEHYDE_METABOLIC_PROCESS",0.0641180783061388,0.3328459056071,0.287805130535564,0.467507553572457,1.49603463641976,63,"Aldob;Aldh8a1;Idh2;Aldh1b1;Abca4;Pdxk;Idh1;Tkt;Hoga1"
"GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.195604395604396,0.493269633142698,0.14641623786055,0.399168320443968,1.20132638609908,46,"Got1;Ass1;Cth;Got2;Oat;Glud1;Shmt1;Mthfr;Asns;Glul"
"GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS",0.00236189544948677,0.106662623610229,0.431707695803346,0.528077666435909,1.93985586656736,159,"Aldh8a1;Gnmt;Gpt;Hgd;Got1;Ass1;Kyat3;Prodh;Atf4;Fah;Cth;Aass;Gcat;Qprt;Gcdh;Got2;Echs1;Gclc;Acadsb;Hsd17b10;Aspg;Pfas;Aldh5a1;Asrgl1;Mecp2;Hibadh;Oat;Aldh6a1;Nox4;Glud1;Hoga1;Gpt2;Shmt1;Csad;Mthfr;Gldc;Acat1;Dld;Mccc1;Dlst;Asns;Mccc2;Glul;Ivd;Atp7a"
"GOBP_ALPHA_BETA_T_CELL_ACTIVATION",0.0790441176470588,0.345154716682494,0.216542836735348,-0.342425100980859,-1.25895768908844,180,"H2-Eb1;Cd83;Vsir;Relb;Sh3rf1;Hsph1;Ccr2;Il12a;Dock2;Armc5;Rsad2;Sema4a;Bcl2;Cd55;Loxl3;Hfe;Tyk2;Runx1;Lgals1;Clec2e;H2-Q7;Gli3;Zbtb7b;Cracr2a;Bcl6;Pirb;Pdp2;Stat6;Pla2g2d;Il18r1;Hlx;Ptprc;Zap70;Nckap1l;Psma3;Cd300a;Lgals9;Cd247;Psmb9;Twsg1;Irf1;Rasal3;Smad7;Syk;Cd44;Cd28"
"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.427495291902072,0.68500313797754,0.0843144320642653,-0.288130642134943,-1.00428201602503,130,"H2-Eb1;Cd83;Relb;Sh3rf1;Armc5;Rsad2;Sema4a;Bcl2;Loxl3;Runx1;Lgals1;Gli3;Zbtb7b;Cracr2a;Bcl6;Pdp2;Stat6;Pla2g2d;Il18r1;Hlx;Zap70;Nckap1l;Psma3;Lgals9;Psmb9"
"GOBP_ALPHA_BETA_T_CELL_PROLIFERATION",0.021717220360757,0.251280230677225,0.352487857583619,-0.571305148986715,-1.59537091627189,35,"Vsir;Sh3rf1;Ccr2;Il12a;Dock2;Cd55;H2-Q7;Zbtb7b;Ptprc;Zap70;Lgals9;Twsg1;Irf1;Rasal3;Syk;Cd28;H2-T23;Cd81;Il18;Ebi3;Tnfrsf14"
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0666478505784895,0.334397163120567,0.287805130535564,0.453264676395969,1.50307963694184,81,"Khdrbs3;Rbm4b;Rbpms2;Hnrnpu;Rbm20;Srsf1;Hnrnpa1;Rbm17;Srsf10;Sfpq;Sfswap;Ddx5;Rbm5;Srsf3;Rbm14;Thrap3;Tial1;Rbm25;Hnrnpul1;Thumpd2;Srsf6;Sap18;Rbm7;Rbm15;Srsf5;Rnps1;Rbmx;Nsrp1"
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.213754646840149,0.512206442947718,0.126875729929857,-0.296108220535374,-1.11093255920117,211,"Sema6a;Tgfb1;Fn1;Mmp2;Arhgdib;Fam114a1;Ret;Sema4a;Pfn1;Macir;Itgb7;Smad2;Dusp10;Evl;Wnt5a;Fgf7;Plcg2;Sema4d;Acvr1;Hbegf;Smo;Gpc3;Iqsec1;Coro1c;Sema3c;Cdc42;Enpp2;Nanos1;Gdnf;Twist1;Itgb1;Sema6d;Adam9;Plcg1;Tesk1;Sema6c;Fgf10;Hyal2;Epb41l4b;Nrp2;Cfl1;Sox10;Daam2;Lamtor2;Timp1;Pitx2;Pfn2;Ric8a;Kit;Src;Ednra"
"GOBP_AMELOGENESIS",0.601145038167939,0.794441875421896,0.0673623868166279,-0.380023962941856,-0.90330734426379,15,"Itgb6;Relt;Dmp1;Csf3r"
"GOBP_AMIDE_BIOSYNTHETIC_PROCESS",0.0898883467834557,0.351265192269376,0.287805130535564,0.397134493592126,1.45973874629305,158,"Pank1;Acss1;Ass1;Acaca;Elovl6;Acss2;Acacb;St3gal5;Gcdh;Acly;Nfe2l2;Gclc;Dip2a;Acsl1;Pdhb;Sgms1;Elovl3;Ogdh;Kdsr;Mpc2;Mlycd;Pdk2;Fasn;Mcee;Aloxe3;Acat1;Pdha1;Dld;Dlst;Paqr4;B4galt3;Mecr;Hsd17b12;Asns;Hagh;Coasy;Dlat;Ggt7;Pank4;Fh1;Hacd2;Sptlc1;St3gal3;Cbr4;Slc1a1;Sgms2;Elovl5;St8sia6;St3gal1;Cert1;Slc7a11;Sptssa"
"GOBP_AMIDE_METABOLIC_PROCESS",0.0183097992624974,0.239807509785208,0.352487857583619,0.339926794463162,1.36924227381941,413,"Aldob;Ren1;Acot1;Pank1;Pm20d2;Dgat2;Gstm7;Acss1;Acer2;Ass1;Atf4;Acaca;Elovl6;Acot4;Acss2;Aass;Acacb;St3gal5;Gcdh;Acly;Nfe2l2;Bckdhb;Gclc;Ctsl;Abcg1;Dip2a;Napepld;Acsl1;Nudt7;Acsm3;Pdhb;Sgms1;Idh1;Cerk;Elovl3;Gstk1;Cd36;Asrgl1;Ogdh;Kdsr;Mpc2;Ctns;Picalm;Mlycd;Pdk2;Fasn;Gsto1;Mcee;Shmt1;Aloxe3;Acat1;Bche;Pdha1;Mtor;Dld;Mvd;Mccc1;Dlst;Acsf2;Paqr4;B4galt3;Mecr;Hsd17b12;Asns;Mccc2;Hagh;Coasy;Gba2;Pcsk4;Dlat;Acot2;Dgat1;Xpnpep1;Dbt;Lrrtm3;Ggt7;Aaas;Suclg2;Slc19a1;Pank4;Pmvk;Acot11;Nit1;Fh1;Abca7;Hsd17b4;Acsm5;Hacd2;Rptor;Nudt19;Sptlc1;Acer3;St3gal3;Cbr4;Disp1;Slc1a1;Ldlr;Sgms2;G6pdx;Elovl5;St8sia6;St3gal1;Cert1;Mthfs"
