"","baseMean","log2FoldChange","lfcSE","pvalue","padj","padj_combi_ctrl","log2FC_combi_ctrl","Symbol"
"ENSMUSG00000025485",606.04733479037,0.363467132465494,0.13102653848183,0.00287235820352214,0.0100578049841288,0.141654688442352,0.222116202734839,"Ric8a"
"ENSMUSG00000025486",1072.93023561064,-1.01118765648064,0.129359086477602,5.06274995549739e-16,1.2264681347733e-14,4.72909665397507e-13,-0.945564511666543,"Sirt3"
"ENSMUSG00000025491",223.307124868084,1.17008947992157,0.270305631302863,1.23035688379509e-06,8.97673076368325e-06,6.55468671701445e-05,1.04059260639575,"Ifitm1"
"ENSMUSG00000025492",703.663508086301,0.965475088315002,0.150137000303567,1.05993665690986e-11,1.60068945856341e-10,0.000188812968258129,0.561813203710336,"Ifitm3"
"ENSMUSG00000025494",783.347985451416,-0.780071825024511,0.110490916632966,1.40910778878779e-13,2.61190538780991e-12,5.2374370505804e-12,-0.769356222640117,"Sigirr"
"ENSMUSG00000025500",42.2819448496522,0.854629157820259,0.399558233902137,0.00342694915322485,0.0117050646931975,0.0657570513660837,0.580678983156062,"Lmntd2"
"ENSMUSG00000025508",2609.07093888638,-0.196025913273473,0.0716953095192067,0.00524599019569136,0.0168150683323297,0.478806149930389,-0.0692421171389098,"Rplp2"
"ENSMUSG00000025510",1731.9828681826,0.581264329690105,0.0820798153286077,2.68652186197816e-13,4.80073974060051e-12,1.09507063983515e-11,0.572429788283923,"Cd151"
"ENSMUSG00000025533",2072.47289401762,-0.787726217848512,0.228388862154658,5.69317756159695e-05,0.000301548890872441,0.123486357742834,-0.331841181232764,"Asl"
"ENSMUSG00000025538",245.097561972033,-0.77166408548111,0.21713345375697,3.9334957046884e-05,0.00021569698392762,0.00167220872167788,-0.649877743791266,"Sumf2"
"ENSMUSG00000025544",4370.98785287995,-0.23841166307209,0.103187206150461,0.0158303920851141,0.0433977488877787,0.801523629945877,0.0392574019339985,"Tm9sf2"
"ENSMUSG00000025555",749.950742654848,0.405360660201752,0.0867843872703626,1.36220872038817e-06,9.86993414928974e-06,0.00341779061649531,0.279955039677471,"Farp1"
"ENSMUSG00000025558",1308.71875065084,-0.380320017646825,0.122399119065326,0.000926515596829552,0.00370939723165853,0.622219915274479,-0.0809953021032593,"Dock9"
"ENSMUSG00000025572",557.933756461077,0.403804190929577,0.154663863469488,0.00396515214268124,0.013252043516348,0.379134584083058,-0.162455317082531,"Tmc6"
"ENSMUSG00000025577",84.285426108934,-1.04677172938242,0.303403185126608,4.2430603130151e-05,0.000230511408264292,0.0958572671279668,-0.427089660516413,"Cbx2"
"ENSMUSG00000025580",890.942687590511,-0.300749776315156,0.134830481030495,0.0162794111888344,0.0444096625340262,0.187340628866881,-0.208507650832027,"Eif4a3"
"ENSMUSG00000025584",1132.22541351531,-0.695489246249033,0.0809175777112727,8.84441605408444e-19,2.66525137726796e-17,5.88443357210624e-08,-0.44956982436828,"Pde8a"
"ENSMUSG00000025602",62.05285189198,0.490717844017094,0.234513739682393,0.0110639517664323,0.0320074089720105,0.267537398023159,0.265002412218458,"Zfp202"
"ENSMUSG00000025609",1759.5885580718,-0.303818387105996,0.0930074789908363,0.000704092188520579,0.00290412474854537,0.0822881768620422,-0.189529306143365,"Mkln1"
"ENSMUSG00000025610",462.107399583829,-1.33647042273579,0.205367781072266,9.40018514001242e-12,1.42826800801915e-10,9.66701625926755e-09,-1.19192751420797,"Map3k7cl"
"ENSMUSG00000025612",813.257804505605,-0.606779729615312,0.17905004717368,0.000125994508157695,0.00061813141903019,0.106081366764214,-0.296170232061629,"Bach1"
"ENSMUSG00000025626",391.22824349415,0.44844617531268,0.12727375088457,0.000157357872066867,0.000754687899092819,0.026781489159247,0.307264272457257,"Phf6"
"ENSMUSG00000025647",2187.54622031459,0.264174385036075,0.118378638824451,0.0181325882844864,0.048492543820109,0.709779333055287,0.0626567310553787,"Shisa5"
"ENSMUSG00000025650",147.604036709797,0.827162726015737,0.464603168571012,0.00878035638608877,0.0262605275432962,0.110644158756734,0.542055463385081,"Col7a1"
"ENSMUSG00000025656",157.660903795318,1.68201541275115,0.186538467214244,1.68187257689378e-20,5.87501220550339e-19,9.70628547870126e-12,1.30526544991828,"Arhgef9"
"ENSMUSG00000025665",296.746124163426,0.985993571593121,0.168799694258634,4.34912885837462e-10,5.30673766038116e-09,2.17411767845993e-06,0.799764318410043,"Rps6ka6"
"ENSMUSG00000025701",33.0314844750224,0.78415587081049,0.403344703827605,0.00658546006411281,0.0204653461273656,0.0263308836397502,0.736133682229077,"Alox5"
"ENSMUSG00000025702",3195.23603004111,-0.666111270503976,0.0756383098818406,1.55548380916301e-19,5.00598988356683e-18,9.82546311640504e-18,-0.66086152501792,"Marchf8"
"ENSMUSG00000025726",134.368154797439,-1.22352097510584,0.370249510275628,6.17057473518691e-05,0.000324330234958067,0.0225586265856588,-0.702204289288613,"Slc28a1"
"ENSMUSG00000025733",1889.62872971259,-0.387198261522844,0.0987628165404415,4.28803393233269e-05,0.000232700428049563,0.0590133861472493,-0.21384231199967,"Rhot2"
"ENSMUSG00000025742",1453.8988092471,0.430874925735535,0.101589872292041,8.98006126439103e-06,5.58138870273353e-05,0.0337366100571458,0.242467669516731,"Prps2"
"ENSMUSG00000025747",213.649791025859,-0.505591790962599,0.196906127982255,0.0029104799332256,0.0101733805609708,0.0333401060018562,-0.419987086588787,"Tyms"
"ENSMUSG00000025757",1288.7849404719,-0.634857993802117,0.199682252458551,0.000240567333949854,0.00110093044291961,0.0409542260261246,-0.397973500484277,"Hspa4l"
"ENSMUSG00000025758",55.2513046223182,0.711836555964413,0.313230128515638,0.00330540325266621,0.0113581833607945,0.472419873089591,0.202844687183496,"Plk4"
"ENSMUSG00000025762",943.020637124578,-0.270082621990949,0.100636625194992,0.00513506058586793,0.0165207408593218,0.0317268689881947,-0.245754379436483,"Larp1b"
"ENSMUSG00000025764",1168.02347765147,-0.354505391656386,0.0974132422297502,0.000149930733119514,0.000723253056273106,0.036222397217756,-0.231258790066743,"Jade1"
"ENSMUSG00000025777",2.29660424945241,1.24413290949756,1.33021801246507,0.0035233668825534,0.0119870413833569,0.148017610812836,0.515042428161575,"Gdap1"
"ENSMUSG00000025781",7692.35196231046,-0.408266093404225,0.0727479075203567,9.03758507524914e-09,9.14285501330774e-08,1.09642610559436e-06,-0.374586527815382,"Atp5f1c"
"ENSMUSG00000025783",11.2582735714675,1.3171337775088,0.624065789825866,0.00134498455372095,0.00514529674725061,0.0479600546141397,0.809421647103687,NA
"ENSMUSG00000025784",20.9744265280413,1.01316407358505,0.483895149926379,0.00278841912104784,0.00980185010578303,0.685688257076455,0.142701226215203,"Clec3b"
"ENSMUSG00000025786",1111.37303299414,-0.190718909684542,0.0821007610472957,0.0169956863828546,0.0460331388084587,0.0734303108588862,-0.174379617116363,"Zdhhc3"
"ENSMUSG00000025791",1191.24771483687,-1.22508430989957,0.164183635037799,1.12006472260492e-14,2.33266672962192e-13,3.79299544935926e-13,-1.21193821454325,"Pgm1"
"ENSMUSG00000025792",4638.19941005912,-1.1728327259557,0.138776044868776,3.8106126782573e-18,1.09680572442633e-16,1.46229596300345e-11,-0.954024804339205,"Slc25a10"
"ENSMUSG00000025794",4195.34200896583,-0.263148208101489,0.100551562539594,0.00636525236298046,0.0198648210022467,0.397370615797973,-0.110451982712009,"Rpl14"
"ENSMUSG00000025795",1346.69399059959,-0.669529034885077,0.185400710961911,4.22476727365711e-05,0.000229831499742249,0.0117740885898879,-0.455602277595625,"Rassf3"
"ENSMUSG00000025804",21.2373179121949,2.3800637534338,0.708664890744391,3.38915656214276e-06,2.28575567529526e-05,0.000624968762560711,1.84704211206175,"Ccr1"
"ENSMUSG00000025815",899.613359009103,-2.07090430273269,0.229239278637087,3.87962796037103e-21,1.43423644059144e-19,2.0653787686198e-10,-1.45597099047781,"Dhtkd1"
"ENSMUSG00000025823",1698.79630439198,-0.704216733130791,0.146716711009908,1.80409231269125e-07,1.50699672436439e-06,0.000117832955969694,-0.561602825173053,"Pdia4"
"ENSMUSG00000025825",3312.36129375616,-0.34206359336575,0.0941991495036788,0.000161700010251104,0.00077271780487367,0.118758340235612,-0.17428624059878,"Iscu"
"ENSMUSG00000025854",830.583347625581,0.335890996256134,0.153437861865129,0.0160214795549435,0.0438370074106853,0.391527966716794,0.159209301665748,"Fam20c"
"ENSMUSG00000025855",132.683422187589,0.996621984782284,0.315703024533364,0.000124681376398082,0.00061229330745221,0.00114656923681602,0.931733960772024,"Prkar1b"
"ENSMUSG00000025856",279.4031666663,0.718382252274077,0.212759718524357,8.8905551427134e-05,0.000452004732191786,0.334810285562359,0.211083975805001,"Pdgfa"
"ENSMUSG00000025868",1842.72363170747,-0.402406273973367,0.0784187066463874,1.32761957001669e-07,1.13391994646124e-06,7.34187652306372e-05,-0.332864781218432,"Higd2a"
"ENSMUSG00000025871",13940.1404403289,-1.01162271158219,0.096131176740553,6.74379873818016e-27,4.01579081148698e-25,1.28960150180665e-18,-0.860503943136938,"4833439L19Rik"
"ENSMUSG00000025872",454.515174188632,-0.912450270507592,0.190368701787618,1.31798776942371e-07,1.12697587042426e-06,2.98590187274943e-06,-0.874574539847718,"Thoc3"
"ENSMUSG00000025875",161.259437858478,1.11123142715538,0.231153168604183,1.32476742033683e-07,1.13228617202747e-06,0.00283152190472585,0.661999490537526,"Tspan17"
"ENSMUSG00000025880",503.344073975477,-0.543410177860306,0.181491886408679,0.000658997179594718,0.00273001351905006,0.0506118205305646,-0.359885731326293,"Smad7"
"ENSMUSG00000025885",2084.3584570178,-0.48828076247402,0.187284884607991,0.00279368675614602,0.00981863154143633,0.0285493003013691,-0.414683917323561,"Myo5b"
"ENSMUSG00000025887",59.91846707176,0.675173467928085,0.329453846429661,0.00664093511513483,0.0206312962363194,0.131493196072028,0.423155825330768,"Casp12"
"ENSMUSG00000025892",33.5695374912857,0.654921889505977,0.393849868475949,0.0177581511561647,0.0476964035577258,0.852770055803723,-0.0683571828060203,"Gria4"
"ENSMUSG00000025894",464.385354626618,-0.41510588690686,0.104611335249447,3.12854336276313e-05,0.000175376547187136,0.000283854283477352,-0.40346755931312,"Aasdhppt"
"ENSMUSG00000025907",1636.81111181121,-0.344889028847149,0.118338042770181,0.00198983939980101,0.00726563536307,0.192850713529086,-0.183231814255112,"Rb1cc1"
"ENSMUSG00000025911",2955.00513950569,-1.5884786889546,0.145741737662204,1.32933704462727e-28,8.87220955724559e-27,3.62153116970945e-26,-1.56901912462071,"Adhfe1"
"ENSMUSG00000025912",63.0352194908536,1.5488321879668,0.310731615849199,4.69910119468548e-08,4.30098590248962e-07,2.73521204584683e-06,1.43934984985551,"Mybl1"
"ENSMUSG00000025915",489.809707510721,-0.444512559839174,0.139047074783999,0.000519717333003291,0.0022060060379882,0.569101146852585,-0.100793957126231,"Sgk3"
"ENSMUSG00000025917",1056.40900290575,-0.282143412503089,0.0844269555773995,0.000574872467944006,0.00240911051726472,0.0378348731004652,-0.202223728746859,"Cops5"
"ENSMUSG00000025927",1474.12606666401,0.762061838704774,0.151684729327392,4.79775805888736e-08,4.38321589495686e-07,2.31289692563203e-05,0.636141806040969,"Tfap2b"
"ENSMUSG00000025931",41.3107044836525,0.710951102417407,0.347691909937822,0.00610481401499373,0.0191723742214133,0.0704578195689183,0.527713634850069,"Paqr8"
"ENSMUSG00000025933",117.848565217457,0.428175312032541,0.179902043225224,0.0068138073220619,0.0211057177742547,0.26500111133745,0.224413521492996,"Tmem14a"
"ENSMUSG00000025935",2033.66259834337,-0.365622715651745,0.0748412354770405,5.51617791723342e-07,4.25402336548489e-06,0.000830802891975579,-0.273320718232194,"Tram1"
"ENSMUSG00000025937",8348.50581555519,-1.69184855403514,0.181896238974302,1.18600926753902e-21,4.61615231351929e-20,2.190428416336e-18,-1.61437284869914,"Lactb2"
"ENSMUSG00000025949",913.348036245527,-0.463439125776086,0.144675912702142,0.0004665945885556,0.00200217902303826,0.243822196538767,-0.193352929339604,"Pikfyve"
"ENSMUSG00000025950",6893.01037190652,-0.308880447581461,0.111689709408035,0.00357523383353124,0.0121344412483111,0.25310312627323,-0.156219804639688,"Idh1"
"ENSMUSG00000026024",840.192477267225,-0.755287990199864,0.125460180807091,1.60853669725072e-10,2.08011614899997e-09,8.35935603190088e-07,-0.619065814813022,"Als2"
"ENSMUSG00000026027",661.398460581174,-0.379851764254484,0.143053037810846,0.00383951366959688,0.0128838829249916,0.078636497517195,-0.27789234831173,"Stradb"
"ENSMUSG00000026031",3436.14055186131,-0.644158205389351,0.0690948132705902,1.51269705159521e-21,5.85331355236908e-20,1.35628752905699e-11,-0.480004561660082,"Cflar"
"ENSMUSG00000026032",1320.9161144544,-0.438942181782208,0.100701456817291,5.10019640350299e-06,3.32582971374659e-05,7.14059361706296e-05,-0.421249409455231,"Ndufb3"
"ENSMUSG00000026039",22.2850854164679,2.21383149745129,0.579463938104298,1.08135053223221e-06,7.98625352230468e-06,0.0030166734046196,1.36298556824103,"Sgo2a"
"ENSMUSG00000026043",761.611974590662,1.79596955224667,0.29506558327927,6.08536987740285e-11,8.33553178317254e-10,0.21726383154228,0.327212123334948,"Col3a1"
"ENSMUSG00000026051",21.286296274769,1.48175217456035,0.538344262965901,0.000208124215533866,0.000968729820443028,0.0641971224244824,0.698479399987794,"Ecrg4"
"ENSMUSG00000026062",835.496680134855,-0.317478892752734,0.0976728711202528,0.000713339410693936,0.00293860968088063,0.0411579077375505,-0.22754950865732,"Slc9a2"
"ENSMUSG00000026065",70.2134970214264,1.5009455972036,0.278519962919529,6.34167874749257e-09,6.59673894397907e-08,0.0324646554276133,0.55480142339912,"Slc9a4"
"ENSMUSG00000026068",18.5447496834489,0.971733740768462,0.583526817762228,0.00777732350616707,0.0236157537731537,0.164111776107163,0.513680011660046,"Il18rap"
"ENSMUSG00000026070",47.5385627922058,1.9554444182553,0.37076924559493,3.75337415792973e-09,4.03518154740888e-08,4.41716760788387e-05,1.45964157150278,"Il18r1"
"ENSMUSG00000026072",221.642485595451,0.877361635657602,0.215137371464538,3.80561289530587e-06,2.53342152077261e-05,4.83304543129113e-05,0.841824817443146,"Il1r1"
"ENSMUSG00000026096",293.829878870079,-0.478786634046782,0.16265346250366,0.00103643919006599,0.00409408918594289,0.0198176699051496,-0.391602815818313,"Osgepl1"
"ENSMUSG00000026127",676.69967333347,-0.590817043063304,0.16520411573701,6.63902132600614e-05,0.000346752875926828,0.00893607909391796,-0.43417281731106,"Imp4"
"ENSMUSG00000026156",722.932738991432,-1.6676388731224,0.244613664201676,7.46182618440922e-13,1.2793815601872e-11,4.10825017613527e-09,-1.44894397531781,"B3gat2"
"ENSMUSG00000026158",357.478246818903,0.462626297948243,0.152528120734575,0.000832542959890296,0.00337376669300287,0.0231606529767513,0.364988454543806,"Ogfrl1"
"ENSMUSG00000026159",1054.75630322858,-0.423080711075302,0.0960898388028377,4.47692237932473e-06,2.94546838248064e-05,0.00104045387372002,-0.338886190989104,"Agfg1"
"ENSMUSG00000026166",7.3353515462955,3.29561283739373,1.61032291175032,2.76256488183667e-05,0.000156448328402191,0.000307551721163643,3.2841212703317,"Ccl20"
"ENSMUSG00000026167",32.9790465778038,2.08070943468062,0.423251825169449,1.49509239528011e-08,1.46916465660702e-07,3.60678539969252e-06,1.85032726383136,"Wnt10a"
"ENSMUSG00000026173",156.244264127017,2.75696283859782,0.210911003134798,5.74398181789156e-42,8.65470108909434e-40,5.95457682350452e-23,2.11091772552176,"Plcd4"
"ENSMUSG00000026175",2621.58419910203,-1.03942945191718,0.137057050303601,3.28809168950143e-15,7.31508452041319e-14,9.98601367941892e-11,-0.895597075220983,"Vil1"
"ENSMUSG00000026176",2505.88763130986,-0.490054536612383,0.0699262287201524,7.43881138725901e-13,1.27703701145863e-11,1.77603273654306e-06,-0.352160890409,"Ctdsp1"
"ENSMUSG00000026181",665.178719774217,0.247915278209021,0.097591087488042,0.00825548125982709,0.0249041812189748,0.0553910565401789,0.217030364578517,"Ppm1f"
"ENSMUSG00000026193",1279.55018459506,1.69245404062684,0.142167391110067,9.95557070387474e-34,9.65884613313974e-32,2.34294151436763e-06,0.689670549555321,"Fn1"
"ENSMUSG00000026196",20.0346878799341,1.66710614526531,0.490935023651665,2.20460274865129e-05,0.00012705692282795,0.000136817731219933,1.66910668827285,"Bard1"
"ENSMUSG00000026197",286.089847105175,-0.299725546490191,0.121729282309258,0.00885611214525569,0.0264354216504563,0.0976699215921194,-0.232463236547158,"Zfand2b"
"ENSMUSG00000026199",412.087845837554,-0.254506652141908,0.11020112147269,0.0152295152802964,0.0420694207513632,0.56663576142758,0.0849039114847156,"Ankzf1"
"ENSMUSG00000026200",1475.86113165058,-0.542514439717735,0.184056295576529,0.000770942249135118,0.00315239934067606,0.014689966624367,-0.448090794193714,"Glb1l"
"ENSMUSG00000026202",1651.01853372905,-0.607659994159192,0.15000378694461,8.85128575093225e-06,5.50823599187395e-05,8.10388350450448e-05,-0.592504037283991,"Tuba4a"
"ENSMUSG00000026204",10.4107013423715,2.63678812668695,1.35414766708543,8.11491840350555e-05,0.000416832675948662,0.00454812255156128,1.79093333943853,"Ptprn"
"ENSMUSG00000026207",160.368172711647,0.719334034587772,0.321825041086748,0.00359488261788447,0.0121758236113275,0.252244925129118,0.314639091048715,"Speg"
"ENSMUSG00000026213",440.121141800223,0.472807906804949,0.183574764063754,0.00327276213580127,0.0112596377995073,0.0477083275194018,0.372284555005968,"Stk11ip"
"ENSMUSG00000026219",4317.66082946308,-0.363227671414671,0.118961391536537,0.00118514606111996,0.00461279256548238,0.00526496954211621,-0.35790681893694,"Trip12"
"ENSMUSG00000026220",791.02226305651,-0.722829258606299,0.444058405435321,0.0159767689744185,0.0437387416561885,0.0865893165922566,-0.582626319135974,"Slc16a14"
"ENSMUSG00000026222",373.867116196107,0.484288324382371,0.173309825324079,0.00161979626713625,0.00606592505311109,0.442587773081368,0.155051044839814,"Sp100"
"ENSMUSG00000026223",1672.6837569508,0.767044413833603,0.0917863289693643,5.46741272691948e-18,1.54462175746735e-16,1.54023135620445e-08,0.531475488541955,"Itm2c"
"ENSMUSG00000026228",14.7982355493673,1.56907640907694,0.564088952168262,0.000157994031092442,0.000757191152866886,0.0531072424277373,0.759028732279231,"Htr2b"
"ENSMUSG00000026235",174.757813331109,0.502406849147657,0.205625750407577,0.00419974535458195,0.0139168169538954,0.611416423132754,0.121304482181494,"Epha4"
"ENSMUSG00000026245",571.152247991916,-0.725604278534227,0.10875249016171,2.48647460728381e-12,4.03701987463409e-11,1.33896248057995e-10,-0.70921099385827,"Farsb"
"ENSMUSG00000026249",959.302657858922,0.767884674262292,0.175061536716468,1.12098141156171e-06,8.24739390518802e-06,0.000858178522910018,0.569392360043127,"Serpine2"
"ENSMUSG00000026295",1971.35675486069,-0.923756419285645,0.160027692377982,6.24231044337831e-10,7.44770920266054e-09,0.241057869267666,-0.203710808056859,"Spp2"
"ENSMUSG00000026303",402.235981255347,1.60078729907422,0.142621698277797,3.47374530151562e-30,2.70938510987624e-28,1.68113543058409e-20,1.36129750868753,"Mlph"
"ENSMUSG00000026305",1226.30444992322,1.08231601651211,0.0965562185390822,4.48778946047559e-30,3.40678032745798e-28,7.551089830379e-22,0.94714449901835,"Lrrfip1"
"ENSMUSG00000026308",14.017220379336,2.10576728476897,0.78474859235353,4.85208054792567e-05,0.000260889510726396,0.00467661011404576,1.4850558838478,"Klhl30"
"ENSMUSG00000026343",57.0401875688658,1.26478520700932,0.288565559167748,9.63802946241075e-07,7.17137179116675e-06,0.0025489820024854,0.826351884048422,"Gpr39"
"ENSMUSG00000026348",972.796429656022,-1.37008588988997,0.166281572079127,2.48811587740311e-17,6.66031449336075e-16,3.05893315415929e-11,-1.12575821707356,"Acmsd"
"ENSMUSG00000026353",1823.21312493459,-0.358777362707049,0.0910697747277896,4.42570098017898e-05,0.000239778716411822,0.00265373392085169,-0.299585802066873,"Ubxn4"
"ENSMUSG00000026355",265.10501387564,0.518697313821061,0.200244191852129,0.00257833263968796,0.00913276186478252,0.278546706899267,0.230465797591135,"Mcm6"
"ENSMUSG00000026360",720.736575202866,0.976781296457829,0.277190121300946,3.37324943353971e-05,0.000187823510592585,0.00374683009311679,0.730972729407153,"Rgs2"
"ENSMUSG00000026361",946.871871309072,-0.400165661678477,0.109453868211984,0.000117291152844504,0.000579578568676853,0.00280442046926399,-0.352533270968518,"Cdc73"
"ENSMUSG00000026368",1710.9796724138,-1.59811721600629,0.153391020348083,2.26243411608931e-26,1.30050728713584e-24,1.23224289765759e-14,-1.20675843071252,"F13b"
"ENSMUSG00000026374",1207.31353399753,-0.285109002285336,0.114958006960285,0.00881827451118564,0.0263382882944843,0.101208018950677,-0.218956614560921,"Tsn"
"ENSMUSG00000026384",724.731511765974,-0.551043277740221,0.128067719061759,3.80605535927827e-06,2.53342152077261e-05,3.92800615984158e-05,-0.537199909206501,"Ptpn4"
"ENSMUSG00000026385",8336.17335189111,-0.77397133220783,0.0927758683343055,6.08921562841038e-18,1.70575224835851e-16,1.64730361095174e-07,-0.49587414032757,"Dbi"
"ENSMUSG00000026393",2461.62741003831,-0.52278689701678,0.165969129168825,0.000427359637485733,0.00185139530166712,0.145807939902828,-0.258871786364139,"Nek7"
"ENSMUSG00000026405",29.3745780203473,2.12914333421643,1.0805863167132,0.000203430504462544,0.000948436311124131,0.00480092778894717,1.67651254526909,"C4bp"
"ENSMUSG00000026429",12.9208001839436,1.4520956749701,0.780856031515377,0.00143927022283155,0.00546290943929325,0.0201558877658181,1.10998367510489,"Ube2t"
"ENSMUSG00000026430",149.15210595946,0.494335242348062,0.196263863284886,0.00351313148017373,0.0119624502669364,0.186891070750914,0.272597767565404,"Rassf5"
"ENSMUSG00000026456",550.963914760101,0.37765626312532,0.114292161480333,0.00047438589323494,0.00203122950065656,0.367650233657807,0.13013008554869,"Cyb5r1"
"ENSMUSG00000026457",2831.26476193295,-0.18785192749244,0.0774381062910776,0.0129539481246723,0.0366435889989485,0.985486507477346,-0.00277979095793472,"Adipor1"
"ENSMUSG00000026458",49.4437926750282,1.33671250937387,0.441153283338472,0.000126996256485481,0.000622278528021615,0.283061394395955,0.346036366312156,"Ppfia4"
"ENSMUSG00000026463",552.289591076143,0.963239219179497,0.2325149059735,2.73964031527181e-06,1.88151609911744e-05,0.000391617979609628,0.782452584665708,"Atp2b4"
"ENSMUSG00000026466",1677.2149701791,-0.383876003755379,0.0825304212457083,1.63707743288666e-06,1.16743754258454e-05,0.00855433733443628,-0.241844202336481,"Tor1aip1"
"ENSMUSG00000026469",1922.65978088717,-0.987023677497325,0.141945324027084,3.10350271097106e-13,5.50138729220173e-12,4.5321620007823e-08,-0.779052268678151,"Xpr1"
"ENSMUSG00000026478",1119.73949089592,0.811667215337786,0.143918935920971,1.42771688993176e-09,1.62169395910067e-08,0.00664496025077893,0.395638031605424,"Lamc1"
"ENSMUSG00000026480",87.4789842941471,0.816790374379146,0.306427975786962,0.000811196990948358,0.00330071541591078,0.0154079665391262,0.653704930269397,"Ncf2"
"ENSMUSG00000026489",1402.15544732435,-1.04694172476907,0.249490783446583,2.15976276978228e-06,1.50668262813749e-05,0.0557398877147853,-0.434778642227042,"Coq8a"
"ENSMUSG00000026491",1568.67688694556,-0.306306809816809,0.141173923922188,0.0186179241282047,0.0495440049486037,0.0944888255740045,-0.265819372904249,"Ahctf1"
"ENSMUSG00000026494",140.182225477016,0.743825086821202,0.312416772057007,0.00224231590201685,0.008076316728579,0.049262559044745,0.529029238182108,"Kif26b"
"ENSMUSG00000026502",437.578237240238,-0.362507095881176,0.154922983957295,0.00986862935383983,0.0289991556298821,0.264392880647986,-0.200334499838203,"Desi2"
"ENSMUSG00000026509",2979.85530821531,1.01136920933591,0.103330403107379,1.25284011055623e-23,5.72821539283976e-22,1.73468022919974e-19,0.947892242373412,"Capn2"
"ENSMUSG00000026525",34.4291773817524,0.653605713309436,0.34455999230208,0.0103396612409493,0.0301665721609564,0.312893398273737,0.29504861517413,"Opn3"
"ENSMUSG00000026527",30.6851553795371,1.26441332671324,0.432547432609609,0.000194460667927328,0.000911531516475757,0.114221166047121,0.514849268394,"Rgs7"
"ENSMUSG00000026535",49.7515868619476,2.04774623992591,0.364988847138124,4.29468591016009e-10,5.24996976442373e-09,6.01330166894783e-08,1.91969090590001,"Ifi202b"
"ENSMUSG00000026536",43.4932886896556,1.11445975588861,0.421352826939524,0.000542557400385938,0.00229009425642528,0.0156349821385933,0.831238994063162,"Ifi211"
"ENSMUSG00000026548",56.5528403047342,0.500453691819565,0.261196395374132,0.0162853930944059,0.0444185659976191,0.112692511729505,-0.411873658946305,"Slamf9"
"ENSMUSG00000026554",3484.28720452584,-0.475869907403806,0.124240534720304,4.17617774931287e-05,0.000227374758434393,0.00151541433832626,-0.413114489981651,"Dcaf8"
"ENSMUSG00000026556",64.2674620670244,0.651865720637581,0.333951139347398,0.00907546984181316,0.0269889383498538,0.142050885406669,0.415393197449769,"Vangl2"
"ENSMUSG00000026568",4576.08208884794,-0.278408638387575,0.112537580939097,0.00915048068630519,0.0271770406413812,0.0313338098850122,-0.272472706762553,"Mpc2"
"ENSMUSG00000026574",63.4284462808448,1.93282353740258,0.354622596598124,1.57238150295066e-09,1.7758714203399e-08,0.233984666826547,-0.363866929716202,"Dpt"
"ENSMUSG00000026576",70599.0307864301,0.306061981587212,0.10272212933738,0.00184312034472504,0.00680107987685275,0.0243978572636216,0.259957926917187,"Atp1b1"
"ENSMUSG00000026579",81.9460813123713,-1.40077228989473,0.475411803156512,0.000145150442198844,0.000703434976825733,0.0327764382493467,-0.767384698775478,"F5"
"ENSMUSG00000026584",490.013083649275,-0.314749933551669,0.109200104926736,0.00244436338116235,0.00871409630541996,0.864029367325356,0.0294225020399094,"Scyl3"
"ENSMUSG00000026585",602.54862449554,0.373317017990616,0.121729576579755,0.00109013975696114,0.00428663298264138,0.0112049203309626,0.335635157821321,"Kifap3"
"ENSMUSG00000026586",135.651244129915,1.02559543725061,0.193831592370279,1.0326400972907e-08,1.03780590677184e-07,0.00231452253702466,0.582925112381256,"Prrx1"
"ENSMUSG00000026594",248.969575823966,-1.26213760595458,0.279313243323909,5.29493968516288e-07,4.08816208843962e-06,1.19440280752227e-05,-1.19567182083886,"Ralgps2"
"ENSMUSG00000026596",688.908336684095,-0.423035124058786,0.130135980457644,0.000474027164031373,0.00203013054810938,0.00207898203921485,-0.421772601169555,"Abl2"
"ENSMUSG00000026602",1466.3276930572,1.20925831637229,0.172339736540627,2.81291823654939e-13,5.0175902068817e-12,2.12024291194968e-11,1.17084180281415,"Nphs2"
"ENSMUSG00000026605",41.0909044617439,0.887389094708803,0.639349404735603,0.0156244043638715,0.0429626850038231,0.704000068482704,0.144323388374136,"Cenpf"
"ENSMUSG00000026617",5520.3647426871,-0.717651413854383,0.105122781221515,8.75631541819983e-13,1.48722764605104e-11,0.0124976973815518,-0.281288112181233,"Bpnt1"
"ENSMUSG00000026618",1927.56314965739,-0.441031296555852,0.0918592663596991,6.12021927387728e-07,4.69075303037169e-06,0.0083782882165969,-0.266488879708162,"Iars2"
"ENSMUSG00000026626",2535.74972988157,-0.149957890173475,0.0619638325846918,0.013998517789454,0.0391529349338279,0.084835834431445,0.128150358338224,"Ppp2r5a"
"ENSMUSG00000026634",829.096934845925,-0.248947750466132,0.105726809752199,0.0137170330035559,0.0384847043881682,0.541386925520897,-0.0874042366027399,"Angel2"
"ENSMUSG00000026639",188.563538727569,1.26883133302195,0.43374113868368,0.000191977387477178,0.000901165508504508,0.0065352780055522,0.986310388068242,"Lamb3"
"ENSMUSG00000026646",15.6809338080983,-0.728214195471326,0.444837811483172,0.0154418242893514,0.0425445055539971,0.477164437989848,-0.232274286998287,"Suv39h2"
